id	item_group_id	title	description	link	image_link	additional_image_link	availability	price	sale_price	brand	gtin	mpn	identifier_exists	condition	product_type	google_product_category	color	size	material	age_group	shipping	shipping_weight	product_length	product_width	product_height	product_detail	custom_label_0
68	65	Meridian — Minimalist Line Art Print - 24″ x 36″, Matte	Meridian at 24 in x 36 in on museum-grade matte paper. Unframed; fits a standard 24 x 36 frame. Meridian — minimalist line art print by Lineal Prints. One black vertical line, one deep-blue half circle. Nothing more was needed. A vertical line divides the sheet; a half circle in deep navy attaches to its right side just below centre. Meridian is the strictest piece in Series 01, a study in how little is needed to make a page feel complete. The blue is a dark ink blue rather than a bright one, so it works with black frames, walnut and grey walls. Hang it tall: a 24×36 inch Meridian in a narrow frame is the series' signature look. Where it lives: dining rooms and long corridors. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/meridian-minimalist-line-art-print/?variant=68	https://linealprints.com/wp-content/uploads/2026/09/12658673580436644073_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/2608452597764565465_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/14952575423102345744_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13518650509812803658_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/17024589104113963140_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/5382604398684614397_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/4253493320807667181_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/17036166399641866650_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/4153301134501945310_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/17997455965881039309_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/15215467164708835989_2048.jpeg	in stock	59.00 USD		Lineal Prints		13381627990805374964	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black and navy blue on off-white	24″ x 36″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.604 lb	36 in	24 in	0.02 in	Series:Series 01	Lineal Prints
69	65	Meridian — Minimalist Line Art Print - 16″ x 24″, Matte	Meridian at 16 in x 24 in on museum-grade matte paper. Unframed; fits a standard 16 x 24 frame. Meridian — minimalist line art print by Lineal Prints. One black vertical line, one deep-blue half circle. Nothing more was needed. A vertical line divides the sheet; a half circle in deep navy attaches to its right side just below centre. Meridian is the strictest piece in Series 01, a study in how little is needed to make a page feel complete. The blue is a dark ink blue rather than a bright one, so it works with black frames, walnut and grey walls. Hang it tall: a 24×36 inch Meridian in a narrow frame is the series' signature look. Where it lives: dining rooms and long corridors. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/meridian-minimalist-line-art-print/?variant=69	https://linealprints.com/wp-content/uploads/2026/09/3155899921591229778_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/2608452597764565465_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/14952575423102345744_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13518650509812803658_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/17024589104113963140_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/5382604398684614397_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/4253493320807667181_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/17036166399641866650_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/4153301134501945310_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12658673580436644073_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/17997455965881039309_2048.jpeg	in stock	39.00 USD		Lineal Prints		31758124485303464488	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black and navy blue on off-white	16″ x 24″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.365 lb	24 in	16 in	0.02 in	Series:Series 01	Lineal Prints
59	58	Orbit — Minimalist Line Art Print - 20″ x 30″, Matte	Orbit at 20 in x 30 in on museum-grade matte paper. Unframed; fits a standard 20 x 30 frame. Orbit — minimalist line art print by Lineal Prints. Five black ellipses in rotation around a single rust-red point. Five thin ellipses rotate around a common centre, marked by one small dot in rust red. The figure recalls an atom, a flower or a planetary diagram depending on who is looking, which is exactly the point: a precise drawing that stays open to interpretation. Orbit is the busiest composition in the series and holds a wall on its own. It reads best at 20×30 inches or larger. Where it lives: home offices, studies and kids' rooms. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/orbit-minimalist-line-art-print/?variant=59	https://linealprints.com/wp-content/uploads/2026/09/8461043017702594065_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/1390240050236880879_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18181509160975039752_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7231971065227086026_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/14220415392450556017_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12492589825434512564_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18353956722016211831_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13586278098641481488_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/3942385743196302496_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12125180767452501638_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/5964785737517122040_2048.jpeg	in stock	49.00 USD		Lineal Prints		27727084144715883977	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black and rust red on off-white	20″ x 30″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.48 lb	30 in	20 in	0.02 in	Series:Series 01	Lineal Prints
60	58	Orbit — Minimalist Line Art Print - 12″ x 18″, Matte	Orbit at 12 in x 18 in on museum-grade matte paper. Unframed; fits a standard 12 x 18 frame. Orbit — minimalist line art print by Lineal Prints. Five black ellipses in rotation around a single rust-red point. Five thin ellipses rotate around a common centre, marked by one small dot in rust red. The figure recalls an atom, a flower or a planetary diagram depending on who is looking, which is exactly the point: a precise drawing that stays open to interpretation. Orbit is the busiest composition in the series and holds a wall on its own. It reads best at 20×30 inches or larger. Where it lives: home offices, studies and kids' rooms. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/orbit-minimalist-line-art-print/?variant=60	https://linealprints.com/wp-content/uploads/2026/09/14220415392450556017_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/8461043017702594065_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/1390240050236880879_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18181509160975039752_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7231971065227086026_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12492589825434512564_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18353956722016211831_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13586278098641481488_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/3942385743196302496_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12125180767452501638_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/5964785737517122040_2048.jpeg	in stock	29.00 USD		Lineal Prints		14782620073795596913	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black and rust red on off-white	12″ x 18″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.26 lb	18 in	12 in	0.02 in	Series:Series 01	Lineal Prints
61	58	Orbit — Minimalist Line Art Print - 24″ x 36″, Matte	Orbit at 24 in x 36 in on museum-grade matte paper. Unframed; fits a standard 24 x 36 frame. Orbit — minimalist line art print by Lineal Prints. Five black ellipses in rotation around a single rust-red point. Five thin ellipses rotate around a common centre, marked by one small dot in rust red. The figure recalls an atom, a flower or a planetary diagram depending on who is looking, which is exactly the point: a precise drawing that stays open to interpretation. Orbit is the busiest composition in the series and holds a wall on its own. It reads best at 20×30 inches or larger. Where it lives: home offices, studies and kids' rooms. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/orbit-minimalist-line-art-print/?variant=61	https://linealprints.com/wp-content/uploads/2026/09/3942385743196302496_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/8461043017702594065_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/1390240050236880879_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18181509160975039752_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7231971065227086026_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/14220415392450556017_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12492589825434512564_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18353956722016211831_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13586278098641481488_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12125180767452501638_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/5964785737517122040_2048.jpeg	in stock	59.00 USD		Lineal Prints		18485762736096366917	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black and rust red on off-white	24″ x 36″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.604 lb	36 in	24 in	0.02 in	Series:Series 01	Lineal Prints
62	58	Orbit — Minimalist Line Art Print - 16″ x 24″, Matte	Orbit at 16 in x 24 in on museum-grade matte paper. Unframed; fits a standard 16 x 24 frame. Orbit — minimalist line art print by Lineal Prints. Five black ellipses in rotation around a single rust-red point. Five thin ellipses rotate around a common centre, marked by one small dot in rust red. The figure recalls an atom, a flower or a planetary diagram depending on who is looking, which is exactly the point: a precise drawing that stays open to interpretation. Orbit is the busiest composition in the series and holds a wall on its own. It reads best at 20×30 inches or larger. Where it lives: home offices, studies and kids' rooms. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/orbit-minimalist-line-art-print/?variant=62	https://linealprints.com/wp-content/uploads/2026/09/11774468621348529373_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/8461043017702594065_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/1390240050236880879_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18181509160975039752_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7231971065227086026_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/14220415392450556017_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12492589825434512564_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/18353956722016211831_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13586278098641481488_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/3942385743196302496_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12125180767452501638_2048.jpeg	in stock	39.00 USD		Lineal Prints		12087717021835840155	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black and rust red on off-white	16″ x 24″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.365 lb	24 in	16 in	0.02 in	Series:Series 01	Lineal Prints
49	48	Waves — Minimalist Line Art Print - 20″ x 30″, Matte	Waves at 20 in x 30 in on museum-grade matte paper. Unframed; fits a standard 20 x 30 frame. Waves — minimalist line art print by Lineal Prints. Nine slow black lines breathing across the page. Movement without noise. Nine hand-drawn wave lines run across the upper half of the sheet, each one a slightly different rhythm from the last, so the group appears to move when you walk past it. Waves is the softest composition in Series 01 and pairs naturally with Field for a two-print wall. The lines are fine and even; on matte paper they hold their edge without any of the shine that makes wave prints look like posters. Where it lives: bathrooms, hallways and calm workspaces. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/waves-minimalist-line-art-print/?variant=49	https://linealprints.com/wp-content/uploads/2026/09/18257032444422807144_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/4752342540689140621_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7622553864205333038_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11107922469756138730_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/15880058362344388612_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/10573990397722913914_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/842116137333237284_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/6370903739139063321_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7547449872378720913_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11420597474876007042_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/10736850741781716302_2048.jpeg	in stock	49.00 USD		Lineal Prints		33611968746441024219	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black on off-white	20″ x 30″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.48 lb	30 in	20 in	0.02 in	Series:Series 01	Lineal Prints
51	48	Waves — Minimalist Line Art Print - 12″ x 18″, Matte	Waves at 12 in x 18 in on museum-grade matte paper. Unframed; fits a standard 12 x 18 frame. Waves — minimalist line art print by Lineal Prints. Nine slow black lines breathing across the page. Movement without noise. Nine hand-drawn wave lines run across the upper half of the sheet, each one a slightly different rhythm from the last, so the group appears to move when you walk past it. Waves is the softest composition in Series 01 and pairs naturally with Field for a two-print wall. The lines are fine and even; on matte paper they hold their edge without any of the shine that makes wave prints look like posters. Where it lives: bathrooms, hallways and calm workspaces. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/waves-minimalist-line-art-print/?variant=51	https://linealprints.com/wp-content/uploads/2026/09/15880058362344388612_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/18257032444422807144_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/4752342540689140621_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7622553864205333038_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11107922469756138730_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/10573990397722913914_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/842116137333237284_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/6370903739139063321_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7547449872378720913_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11420597474876007042_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/10736850741781716302_2048.jpeg	in stock	29.00 USD		Lineal Prints		18777124755044256303	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black on off-white	12″ x 18″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.26 lb	18 in	12 in	0.02 in	Series:Series 01	Lineal Prints
52	48	Waves — Minimalist Line Art Print - 24″ x 36″, Matte	Waves at 24 in x 36 in on museum-grade matte paper. Unframed; fits a standard 24 x 36 frame. Waves — minimalist line art print by Lineal Prints. Nine slow black lines breathing across the page. Movement without noise. Nine hand-drawn wave lines run across the upper half of the sheet, each one a slightly different rhythm from the last, so the group appears to move when you walk past it. Waves is the softest composition in Series 01 and pairs naturally with Field for a two-print wall. The lines are fine and even; on matte paper they hold their edge without any of the shine that makes wave prints look like posters. Where it lives: bathrooms, hallways and calm workspaces. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/waves-minimalist-line-art-print/?variant=52	https://linealprints.com/wp-content/uploads/2026/09/7547449872378720913_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/18257032444422807144_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/4752342540689140621_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7622553864205333038_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11107922469756138730_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/15880058362344388612_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/10573990397722913914_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/842116137333237284_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/6370903739139063321_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11420597474876007042_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/10736850741781716302_2048.jpeg	in stock	59.00 USD		Lineal Prints		19715336673075093768	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black on off-white	24″ x 36″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.604 lb	36 in	24 in	0.02 in	Series:Series 01	Lineal Prints
53	48	Waves — Minimalist Line Art Print - 16″ x 24″, Matte	Waves at 16 in x 24 in on museum-grade matte paper. Unframed; fits a standard 16 x 24 frame. Waves — minimalist line art print by Lineal Prints. Nine slow black lines breathing across the page. Movement without noise. Nine hand-drawn wave lines run across the upper half of the sheet, each one a slightly different rhythm from the last, so the group appears to move when you walk past it. Waves is the softest composition in Series 01 and pairs naturally with Field for a two-print wall. The lines are fine and even; on matte paper they hold their edge without any of the shine that makes wave prints look like posters. Where it lives: bathrooms, hallways and calm workspaces. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/waves-minimalist-line-art-print/?variant=53	https://linealprints.com/wp-content/uploads/2026/09/12187597105514470638_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/18257032444422807144_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/4752342540689140621_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7622553864205333038_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11107922469756138730_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/15880058362344388612_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/10573990397722913914_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/842116137333237284_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/6370903739139063321_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/7547449872378720913_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11420597474876007042_2048.jpeg	in stock	39.00 USD		Lineal Prints		18495220670689342704	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black on off-white	16″ x 24″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.365 lb	24 in	16 in	0.02 in	Series:Series 01	Lineal Prints
40	38	Horizon — Minimalist Line Art Print - 20″ x 30″, Matte	Horizon at 20 in x 30 in on museum-grade matte paper. Unframed; fits a standard 20 x 30 frame. Horizon — minimalist line art print by Lineal Prints. A low black horizon with a rising half circle. The calmest moment of the day, kept. A single horizontal line sits low on the page, broken twice, and a half circle rises from it. That is the whole drawing: a sunrise reduced to two strokes. Horizon is the most restful piece in the series and the one most often bought in pairs with Meridian. Because the composition sits in the lower third, it looks especially good hung slightly lower than eye level, above a bedside table or a low console. Where it lives: bedrooms and reading corners. Pair with a thin black or natural-oak frame and a white mat. Details Paper: museum-grade matte fine-art paper, 175 gsm, slightly textured, glare-free Ink: archival pigment inks rated for decades without fading Sizes: 12×18, 16×24, 20×30 and 24×36 inches — standard frame sizes, no custom framing needed Finish: unframed, shipped flat or in a rigid tube depending on size, with a 1/4 inch white border for easy matting Made: printed to order in the USA, ships tracked in 3–5 business days after production Returns: damaged in transit? Send a photo within 14 days and we reprint it free Part of Series 01 , eight original line compositions designed in-house by Lineal Prints. Each piece is drawn as a single idea: one gesture, one balance point, nothing decorative added.	https://linealprints.com/product/horizon-minimalist-line-art-print/?variant=40	https://linealprints.com/wp-content/uploads/2026/09/2044735860883034596_2048.jpeg	https://linealprints.com/wp-content/uploads/2026/09/11409029446584450133_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/3543896531435025568_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/17244022081029597012_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13505344807412228450_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/12164318015654330569_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/8084360256196247852_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/5572838780190556259_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/5489743090401687127_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/11311027138781337749_2048.jpeg,https://linealprints.com/wp-content/uploads/2026/09/13871304813983288252_2048.jpeg	in stock	49.00 USD		Lineal Prints		13446372893893467756	yes	new	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork	Black on off-white	20″ x 30″	Museum-grade matte paper, 175 gsm	adult	US::Standard:6.90 USD	0.48 lb	30 in	20 in	0.02 in	Series:Series 01	Lineal Prints
